B10 , Melastomataceae , Miconia argyrophylla , Papa-terra ,1230,16.878,16.88,16.88,16.868,16.876,16.876,16.868,16.868,16.864,16.874,16.878,16.863,16.864,16.882,16.886,16.869,16.871,16.882,16.882,16.882,16.874,16.875,16.886,16.898
B10 , Nyctaginaceae , Neea floribunda Poepp & Endl. , Joao  grande ,1234,14.88,14.967,15.071,15.149,15.215,15.229,15.236,15.27,15.333,15.344,15.472,15.69,15.791,15.97,16.14,16.318,16.367,16.473,16.595,16.7,16.871,17.061,17.154,17.438
B10 , Burseraceae , Tetragastris altissima ( Aubl ) Swartz , Breu manga ,1237,17.4,17.398,17.398,17.426,17.5,17.501,17.512,17.652,17.72,17.846,17.955,18.054,18.081,18.137,18.23,18.319,18.378,18.434,18.483,18.497,18.525,18.691,18.707,18.889
B11 , Lecythidaceae , Lecythis lurida (Miers) Mori , Jarana  ,468,69.259,69.278,69.317,69.359,69.422,69.446,69.447,69.469,69.46,69.733,69.729,69.738,69.733,69.726,69.73,69.727,69.748,69.747,69.755,69.764,69.783,69.796,69.777,69.77
B11 , Meliaceae , Trichilia lequente , Caxua ,1241,15.381,15.43,15.63,15.723,15.806,15.829,15.943,15.859,15.879,16.063,16.1,16.194,16.231,16.267,16.282,16.36,16.379,16.449,16.496,16.553,16.577,16.616,16.605,16.632
B11 , Sapotaceae , Pouteria paraensis , Abiu seco ,1244,21.8,21.79,21.808,21.835,21.868,21.884,21.893,21.898,21.923,21.992,22.056,22.111,22.122,22.143,22.161,22.176,22.201,22.253,22.255,22.259,22.282,22.308,22.31,22.339
B11 , Burseraceae , Protium decandrum ( Aublet ) March. , Breu   ,1246,19.7,19.687,19.721,19.829,20.026,20.105,20.146,20.2,20.236,20.416,20.677,20.811,20.822,20.853,20.97,21.149,21.254,21.351,21.405,21.418,21.422,21.439,21.453,21.484
B11 , Lecythidaceae , Eschweilera apiculatum , Matamata vermelho ,1245,24.376,24.374,24.388,24.397,24.397,24.394,24.4,24.402,24.394,24.412,24.395,24.408,24.397,24.398,24.406,24.394,24.393,24.398,24.4,24.403,24.416,24.399,24.401,24.386
B11 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1243,12.151,12.23,12.274,12.32,12.349,12.402,12.491,12.597,12.688,12.844,12.965,13.051,13.098,13.139,13.211,13.357,13.501,13.569,13.615,13.657,13.695,13.703,13.715,13.735
B12 , Lecythidaceae , Eschweilera coriacea (A.DC.)Mori , Matamata preto ,479,51.438,51.435,51.434,51.436,51.439,51.436,51.438,51.439,51.441,51.461,51.494,51.515,51.504,51.505,51.503,51.506,51.497,51.552,51.582,51.576,51.578,51.648,51.691,51.803
B12 , Flacourtiaceae , Casearia javitensis H. B. K. , Caneleira ,1258,10.196,10.202,10.204,10.203,10.205,10.207,10.208,10.207,10.214,10.222,10.239,10.257,10.259,10.267,10.26,10.27,10.267,10.275,10.275,10.271,10.273,10.271,10.274,10.275
B12 , Olacaceae , Minquartia guianensis Aubl. , Acariquara ,560,38.623,38.611,38.622,38.612,38.622,38.62,38.619,38.623,38.62,38.626,38.66,38.699,38.733,38.75,38.783,38.82,38.879,38.971,39.042,39.087,39.143,39.225,39.28,39.417
B12 , Myristicaceae , Virola melionii (Ben.)Warb. , Ucuuba terra firme ,562,35.1,35.166,35.274,35.367,35.409,35.41,35.42,35.426,35.485,35.622,35.774,35.965,36.065,36.095,36.099,36.101,36.112,36.183,36.31,36.426,36.511,36.616,36.649,36.786
B12 , Lauraceae , Nectandra globosa ( Aubl ) Mez. , Louro preto ,1250,12.989,12.986,12.989,12.984,12.985,12.988,12.988,12.983,12.979,12.984,12.987,12.987,12.99,13.002,12.985,12.98,12.986,12.999,12.992,12.987,12.988,12.991,12.989,12.99
B12 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana  ,1252,10.889,10.892,10.935,11.02,11.121,11.199,11.229,11.303,11.382,11.527,11.641,11.753,11.793,11.832,11.871,11.989,12.08,12.203,12.31,12.386,12.397,12.554,12.563,12.73
B12 , Euphorbiaceae , Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke , Arataciu preto  ,1255,10.5,10.5,10.59,10.671,10.69,10.686,10.694,10.742,10.772,10.823,10.881,10.91,10.918,10.952,10.999,11.124,11.189,11.269,11.333,11.388,11.439,11.492,11.539,11.639
B12 , Burseraceae , Protium decandrum ( Aublet ) March. , Breu   ,1248,12.8,12.802,12.822,12.996,12.911,13.006,13.093,13.173,13.226,13.347,13.449,13.547,13.555,13.641,13.722,13.802,13.887,13.947,14.026,14.052,14.128,14.234,14.301,14.475
B13 , Myristicaceae , Virola michelii Heckel , Ucuuba da terra firme ,1251,28.2,28.207,28.329,28.455,28.521,28.524,28.529,28.535,28.57,28.708,28.835,28.978,29.032,29.065,29.074,29.093,29.212,29.407,29.577,29.679,29.764,29.78,29.79,29.815
B13 , Sapotaceae , Pouteria biloculares (Winkler)Baehni , Abiu casca grossa ,1264,17.412,17.426,17.455,17.473,17.483,17.482,17.495,17.507,17.538,17.6,17.623,17.646,17.646,17.65,17.658,17.693,17.749,17.773,17.794,17.809,17.808,17.835,17.832,17.856
B13 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana ,1266,21.5,21.499,21.511,21.612,21.756,21.766,21.798,21.838,21.876,22.006,22.094,22.231,22.294,22.356,22.462,22.656,22.78,22.859,23.024,23.11,23.21,23.338,23.363,23.42
B13 , Moraceae , Maquira guianensis ( Aubl ) Hub. , Muiratinga ,1265,15.618,15.628,15.687,15.764,15.887,15.892,15.913,15.927,15.975,16.077,16.156,16.246,16.26,16.303,16.356,16.411,16.469,16.514,16.565,16.576,16.587,16.612,16.626,16.664
B14 , Anacardiaceae , Astronium le-cointei Ducke , Aroeira ,565,39.682,39.915,40.148,40.334,40.415,40.631,40.761,40.992,41.271,41.566,41.835,42.068,42.134,42.211,42.367,42.38,42.395,42.402,42.408,42.408,42.451,42.459,42.471,42.496
B14 , Myrtaceae , Myrciaria cf. floribunda ( West ex Willd ) Berg , Goiabinha ,1269,11.771,11.811,11.845,11.85,11.85,11.85,11.849,11.888,11.938,11.99,11.994,12,11.999,12,12,12.006,12.014,12.05,12.087,12.092,12.084,12.088,12.088,12.093
B14 , Moraceae , Brosimum guianense (Aublet ) Huber , Janita ,1273,17.274,17.276,17.309,17.371,17.378,17.374,17.373,17.372,17.38,17.447,17.501,17.513,17.514,17.517,17.514,17.52,17.526,17.563,17.577,17.577,17.585,17.598,17.584,17.584
B14 , Lecythidaceae , Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg , Matamata branco ,1276,15.788,15.776,15.78,15.776,15.794,15.794,15.783,15.787,15.804,15.814,15.832,15.826,15.828,15.824,15.827,15.831,15.828,15.832,15.835,15.83,15.832,15.832,15.831,15.831
B14 , Lecythidaceae , Eschweilera observa (Berg) Miers , Matamata vermelho  ,648,46.261,46.258,46.26,46.262,46.267,46.279,46.313,46.59,46.581,46.594,46.62,46.622,46.62,46.618,46.627,46.667,46.799,46.855,47,47.236,47.195,47.348,47.448,47.51
B14 , Caesalpinioideae , Sclerolobium chrysophyllum Poepp & Endl , Tachi vermelho ,650,44.596,44.786,44.979,45.16,45.361,45.611,45.746,45.995,46.169,46.403,46.631,46.844,46.969,47.005,47.085,47.094,47.1,47.111,47.112,47.112,47.139,47.143,47.153,47.162
B14 , Caesalpinioideae , Sclerolobium chrysophyllum Poepp & Endl , Tachi vermelho ,651,44.825,45.138,45.318,45.638,45.967,46.204,46.272,46.455,46.674,46.992,47.299,47.64,47.831,48.363,48.364,48.519,48.929,49.271,49.66,49.88,49.88,50.238,50.438,50.55
B14 , Moraceae , Maquira guianensis ( Aubl ) Hub. , Muiratinga ,1278,10.816,10.833,10.878,10.928,10.986,10.982,10.997,11.003,10.997,11.031,11.055,11.042,11.081,11.099,11.101,11.12,11.115,11.123,11.138,11.133,11.151,11.141,11.157,11.163
B14 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1277,18.8,18.801,18.876,18.894,18.95,18.98,19.005,19.04,19.069,19.085,19.124,19.123,19.123,19.123,19.125,19.138,19.204,19.279,19.334,19.357,19.385,19.401,19.4,19.415
B15 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1279,34.2,34.166,34.165,34.162,34.161,34.155,34.153,34.178,34.172,34.183,34.238,34.258,34.277,34.305,34.315,34.324,34.356,34.424,34.471,34.506,34.543,34.564,34.578,34.613
B15 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1285,14.4,14.398,14.4,14.438,14.509,14.523,14.526,14.538,14.546,14.587,14.654,14.717,14.751,14.799,14.849,14.932,15.019,15.101,15.205,15.261,15.407,15.38,15.353,15.3
B15 , Lecythidaceae , Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg , Matamata branco ,1281,16.5,16.503,16.504,16.511,16.531,16.532,16.544,16.551,16.591,16.657,16.711,16.755,16.77,16.792,16.8,16.823,16.831,16.851,16.879,16.895,16.953,16.941,16.964,16.975
B14 , Lecythidaceae , Couratari guianensis Aubl. , Tauari ,1286,15.3,15.296,15.297,15.297,15.298,15.387,15.478,15.588,15.612,15.733,15.811,15.813,15.803,15.819,15.843,15.869,15.883,15.934,15.999,16.021,16.039,16.029,16.052,16.065
B14 , Sapotaceae , Micropholis guianensis  , Abiu branco ,644,47.954,47.977,48.028,48.047,48.05,48.114,48.194,48.249,48.318,48.382,48.381,48.403,48.408,48.409,48.402,48.408,48.425,48.451,48.451,48.46,48.459,48.475,48.5,48.54
B14 , Burseraceae , Tetragastris altissima ( Aubl ) Swartz , Breu manga ,646,79.146,79.141,79.267,79.25,79.288,79.326,79.233,79.273,79.287,79.356,79.458,79.466,79.474,79.483,79.504,79.517,79.565,79.633,79.65,79.68,79.718,79.954,79.937,80.155
B15 , Sapotaceae , Pouteria sp. , Abiu guajara ,652,47.174,47.237,47.313,47.303,47.308,47.306,47.28,47.297,47.294,47.332,47.378,47.404,47.412,47.421,47.416,47.437,47.513,47.543,47.576,47.574,47.561,47.589,47.596,47.631
B15 , Sapotaceae , Pouteria paraensis , Abiu seco ,655,51.525,51.547,51.636,51.379,51.713,51.724,51.731,51.833,51.936,52.05,52.132,52.173,52.168,52.177,52.246,52.363,52.516,52.67,52.814,52.859,52.909,53.137,53.24,53.57
B15 , Lauraceae , Ocotea baturitensis Vattimo , Louro preto ,656,46.368,46.384,46.42,46.473,46.536,46.549,46.58,46.677,46.755,46.854,46.958,47.031,47.103,47.147,47.152,47.243,47.354,47.44,47.579,47.659,47.709,47.771,47.805,47.9
B15 , Sapotaceae , Pouteria paraensis , Abiu seco ,657,46.1,46.103,46.124,46.162,46.252,46.322,46.351,46.685,46.616,46.621,46.626,46.627,46.669,46.672,46.691,46.757,46.825,46.911,46.975,47.004,47.037,47.109,47.153,47.27
B15 , Myristicaceae , Iryanthera sagotiana (Benth.)Warb. , Ucuubarana ,1280,11.812,11.818,11.873,11.878,11.885,11.889,11.997,12.03,12.133,12.192,12.261,12.306,12.336,12.341,12.361,12.438,12.496,12.582,12.67,12.704,12.735,12.752,12.638,12.541
B15 , Sterculiaceae , Sterculia speciosa Ducke , Axixa ,1283,24.915,25.038,25.157,25.343,25.556,25.713,25.846,25.939,26.136,26.349,26.52,26.529,26.569,26.647,26.718,26.789,26.777,26.788,26.793,26.793,26.792,26.862,27.027,27.261
B15 , Moraceae , Brosimum parinarioides Ducke , Amapa doce ,659,50.701,50.848,50.979,51.116,51.217,51.245,51.257,51.267,51.331,51.472,51.63,51.813,51.886,51.983,52.029,52.027,52.169,52.318,52.408,52.451,52.493,52.508,52.487,52.481
B16 , Lauraceae , Ocotea sp. , Louro abacate ,661,46.677,46.72,46.808,46.914,46.998,47.041,47.157,47.339,47.446,47.579,47.681,47.787,47.838,47.86,47.973,48.115,48.251,48.371,48.48,48.562,48.575,48.779,48.83,49.084
B16 , Euphorbiaceae , Sagotia racemosa , Arataciu ,1287,10.116,10.157,10.179,10.239,10.261,10.267,10.275,10.308,10.312,10.327,10.333,10.334,10.332,10.338,10.366,10.417,10.479,10.506,10.544,10.549,10.555,10.564,10.595,10.634
A16 , Papilionoideae , Alexa grandiflora Ducke , Melancieira ,730,63.761,63.773,63.797,63.806,63.821,63.825,63.836,63.844,63.915,63.943,64.004,64.045,64.052,64.06,64.068,64.097,64.217,64.306,64.368,64.409,64.445,64.476,64.477,64.508
B17 , Meliaceae , Guarea subsessiliflora C. DC. , Andirobarana  ,1299,14.8,14.797,14.804,14.816,14.822,14.82,14.835,14.861,14.865,14.904,14.93,14.954,14.977,15.019,15.018,15.041,15.092,15.129,15.196,15.208,15.243,15.239,15.254,15.265
B17 , Lecythidaceae , Eschweilera coriacea ( A. P. Decandolle ) Mart ex Berg , Matamata branco ,1301,14.7,14.699,14.695,14.703,14.691,14.692,14.693,14.692,14.703,14.703,14.697,14.7,14.699,14.698,14.711,14.701,14.693,14.711,14.71,14.71,14.706,14.701,14.716,14.725
B17 , Lecythidaceae , Eschweilera idatimom , Matamata vermelho ,1293,16.971,17.029,17.084,17.092,17.1,17.097,17.119,17.167,17.226,17.299,17.309,17.322,17.325,17.348,17.368,17.386,17.387,17.423,17.449,17.461,17.467,17.482,17.516,17.566
B17 , Lauraceae  , Licaria brasiliensis (Nees) Kosterm. , Louro amarelo ,1295,31.427,31.533,31.584,31.696,31.863,31.989,32.051,32.227,32.293,32.443,32.519,32.823,32.727,32.831,32.921,33.083,33.261,33.46,33.626,33.748,33.835,34.068,34.167,34.498
B17 , Boraginaceae , Cordia bicolor DC. , Freijo branco ,1306,11.326,11.328,11.33,11.35,11.358,11.375,11.471,11.525,11.573,11.763,11.953,11.975,11.978,11.986,12.009,12.371,12.454,12.639,12.721,12.747,12.771,12.925,12.952,13.133
B18 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1314,12.1,12.097,12.1,12.096,12.093,12.099,12.145,12.23,12.273,12.336,12.375,12.389,12.39,12.372,12.449,12.587,12.719,12.853,12.932,13.023,13.024,13.175,13.242,13.359
B18 , Euphorbiaceae , Sagotia racemosa , Arataciu ,1315,13,12.999,13.022,13.073,13.087,13.118,13.139,13.154,13.168,13.216,13.284,13.326,13.328,13.328,13.33,13.332,13.341,13.333,13.386,13.392,13.4,13.385,13.403,13.405
B19 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1322,28.395,28.402,28.401,28.424,28.419,28.415,28.38,28.379,28.376,28.396,28.403,28.408,28.417,28.417,28.428,28.429,28.424,28.451,28.417,28.442,28.46,28.461,28.465,28.469
B19 , Meliaceae , Carapa guianensis Aubl. , Andiroba ,825,37.175,37.189,37.229,37.248,37.242,37.251,37.251,37.256,37.247,37.249,37.257,37.25,37.251,37.253,37.255,37.265,37.254,37.264,37.265,37.274,37.268,37.275,37.281,37.294
B19 , Lecythidaceae , Eschweilera coriacea (A.DC.)Mori , Matamata preto ,827,36.703,36.674,36.733,36.792,36.8,36.811,36.897,37.027,37.284,37.444,37.616,37.715,37.736,37.875,38.049,38.246,38.423,38.946,38.895,38.892,38.916,39.004,39.067,39.219
B19 , Lecythidaceae , Eschweilera coriacea (A.DC.)Mori , Matamata preto ,828,54.159,54.156,54.205,54.221,54.253,54.252,54.26,54.279,54.312,54.388,54.429,54.452,54.455,54.476,54.507,54.591,54.685,54.712,54.815,54.83,54.865,54.929,54.935,55.004
B19 , Combretaceae , Terminalia dichotoma G.Meyer , Cuiarana ,831,50,50.249,50.484,50.694,50.87,50.878,50.944,50.951,50.934,51.035,51.187,51.358,51.383,51.444,51.526,51.576,51.807,52.117,52.383,52.556,52.524,53.03,53.072,53.62
B19 , Lecythidaceae , Couratari guianensis Aubl. , Tauari ,832,56.3,56.3,56.303,56.302,56.302,56.475,56.67,56.815,56.866,56.926,56.925,56.935,56.94,56.952,56.974,56.995,57.04,57.059,57.07,57.072,56.924,56.924,57.066,57.253
B19 , Annonaceae , Duguetia echinophora R.E. Fries  , Envira surucucu ,1320,16.5,16.523,16.563,16.574,16.599,16.604,16.604,16.668,16.733,16.822,16.879,16.903,16.897,16.901,16.927,17.002,17.016,17.038,17.091,17.094,17.118,17.164,17.266,17.413
B19 , Ulmaceae , Ampelocera edentula Kuhl , Farinha seca ,1325,31.7,31.692,31.714,31.758,31.77,31.725,31.749,31.765,31.767,31.818,31.867,31.909,31.92,31.922,31.916,31.947,31.995,32.083,32.14,32.205,32.293,32.341,32.342,32.392
B19 , Lecythidaceae , Couratari guianensis Aubl. , Tauari ,1319,15.2,15.197,15.196,15.193,15.191,15.231,15.319,15.421,15.46,15.477,15.475,15.504,15.502,15.516,15.518,15.605,15.713,15.924,15.986,15.983,16.171,16.547,16.719,17.266
B20 , Sapindaceae , Talisia longifolia ( Benth ) Radlk. , Pitomba ,1323,27.04,27.205,27.311,27.385,27.463,27.534,27.567,27.612,27.747,27.858,27.914,27.937,27.99,28.126,28.237,28.378,28.524,28.545,28.546,28.541,28.549,28.555,28.543,28.537
B20 , Apocynaceae , Geissospermum sericeum (Benth.)Hook. , Quinarana ,916,58.465,58.489,58.519,58.539,58.555,58.569,58.581,58.592,58.587,58.608,58.612,58.607,58.63,58.636,58.617,58.624,58.625,58.642,58.628,58.673,58.674,58.664,58.662,58.65
B20 , Sapotaceae , Michopholis venulosa (Mart. & Eichler ) Pierre , Abiu rosadinha ,1328,14.692,14.719,14.8,14.894,14.99,15.037,15.056,15.1,15.136,15.227,15.296,15.358,15.388,15.403,15.516,15.583,15.667,15.723,15.791,15.809,15.805,15.917,15.948,16.092
B21 , Tiliaceae , Apeiba echinata Gaertn. , Pente de macaco ,913,59.133,59.205,59.323,59.411,59.435,59.434,59.433,59.443,59.432,59.465,59.542,59.608,59.608,59.616,59.614,59.614,59.618,59.692,59.82,59.888,59.895,59.896,59.881,59.896
B21 , Sapotaceae , Pouteria macrophylla ( Lamarck ) Eyma , Abiu cutite ,1335,14.782,14.916,15.021,15.056,15.085,15.082,15.102,15.19,15.284,15.385,15.441,15.47,15.479,15.479,15.508,15.567,15.688,15.745,15.763,15.769,15.773,15.843,15.886,15.998
B21 , Lauraceae , Ocotea baturitensis Vattimo , Louro preto ,924,41.126,41.124,41.129,41.124,41.124,41.127,41.122,41.126,41.121,41.135,41.133,41.141,41.139,41.147,41.137,41.199,41.197,41.226,41.222,41.213,41.208,41.203,41.205,41.205
B21 , Lecythidaceae , Eschweilera observa (Berg) Miers , Matamata vermelho  ,926,80.163,80.198,80.208,80.238,80.23,80.226,80.224,80.239,80.233,80.25,80.237,80.242,80.245,80.255,80.257,80.263,80.274,80.269,80.278,80.278,80.298,80.31,80.308,80.317
B21 , Myristicaceae , Iryanthera sagotiana (Benth.)Warb. , Ucuubarana ,921,37.023,37.183,37.268,37.283,37.293,37.374,37.553,37.673,37.773,37.925,38.019,38.068,38.073,38.083,38.196,38.336,38.388,38.487,38.655,38.735,38.757,38.87,39.013,39.269
B21 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1331,22.9,22.899,22.896,22.896,22.896,22.898,22.9,22.901,22.904,22.906,22.906,22.896,22.897,22.891,22.898,22.904,22.895,22.902,22.897,22.898,22.883,22.912,22.89,22.896
B21 , Boraginaceae , Cordia scrabida DC. , Freijo branco ,1334,27.5,27.497,27.499,27.496,27.497,27.488,27.497,27.494,27.491,27.495,27.495,27.499,27.498,27.493,27.496,27.495,27.497,27.499,27.496,27.497,27.494,27.484,27.508,27.521
B21 , Euphorbiaceae , Sagotia racemosa , Arataciu ,1332,11.401,11.399,11.402,11.398,11.406,11.424,11.434,11.441,11.452,11.47,11.471,11.461,11.466,11.455,11.464,11.457,11.464,11.465,11.468,11.471,11.469,11.472,11.473,11.476
B21 , Myristicaceae , Virola michelii Heckel , Ucuuba da terra firme ,1333,22.712,22.788,22.935,22.769,23.17,23.166,23.19,23.211,23.23,23.288,23.349,23.383,23.396,23.417,23.47,23.551,23.652,23.753,23.809,23.871,23.925,23.968,23.967,24.01
B22 , Papilionoideae , Alexa grandiflora Ducke , Melancieira ,928,45.081,45.158,45.196,45.21,45.245,45.242,45.227,45.27,45.317,45.379,45.491,45.535,45.566,45.547,45.471,45.485,45.55,45.646,45.718,45.735,45.743,45.62,45.741,45.739
B22 , Mimosaceae , Inga alba ( SW ) Willd. , Inga vermelho ,1339,11.93,12.224,12.481,12.606,12.729,12.791,12.859,12.714,13.403,13.695,13.839,13.952,14,14.131,14.374,14.631,14.853,15.019,15.205,15.271,15.272,15.278,15.285,15.296
B22 , Mimosaceae , Inga alba ( SW ) Willd. , Inga vermelho ,1340,11.4,11.404,11.453,11.49,11.518,11.571,11.625,11.633,11.662,11.693,11.708,11.707,11.708,11.711,11.713,11.713,11.715,11.71,11.713,11.715,11.709,11.706,11.721,11.732
B22 , Mimosaceae , Inga alba ( SW ) Willd. , Inga vermelho ,1341,12.2,12.249,12.507,12.55,12.632,12.706,12.781,12.813,12.869,13.017,13.059,13.062,13.066,13.059,13.102,13.208,13.461,13.765,13.944,14.048,14.081,14.177,14.329,14.578
B22 , Violaceae , Rinoria guianensis Aubl. , Acariquarana ,1337,28.838,28.838,28.84,28.835,28.834,28.827,28.826,28.828,28.821,28.816,28.832,28.841,28.839,28.836,28.837,28.844,28.831,28.835,28.842,28.84,28.846,28.842,28.84,28.833
B22 , Euphorbiaceae , Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke , Arataciu preto  ,1338,10.203,10.201,10.206,10.204,10.204,10.202,10.204,10.207,10.203,10.219,10.211,10.208,10.202,10.204,10.218,10.206,10.207,10.208,10.216,10.216,10.225,10.204,10.225,10.226
B22 , Lecythidaceae , Lecythis lurida ( Miers ) Mori  , Jarana ,1344,15.696,15.704,15.703,15.718,15.722,15.721,15.72,15.722,15.716,15.754,15.746,15.76,15.768,15.808,15.822,15.858,15.912,15.948,15.942,15.946,15.942,15.949,15.962,15.982
B22 , Burseraceae , Protium tenuifolium Engl. , Breu vermelho ,1002,48.644,48.691,48.757,48.793,48.79,48.793,48.793,48.856,48.896,49.004,49.076,49.135,49.139,49.152,49.232,49.385,49.519,49.622,49.656,49.683,49.672,49.736,49.803,49.933
A23 , Caesalpinioideae , Eperua schomburgkiana Benth. , Muirapiranga ,1003,53.051,53.081,53.112,53.118,53.122,53.113,53.119,53.137,53.132,53.173,53.189,53.196,53.195,53.197,53.193,53.206,53.22,53.249,53.241,53.262,53.259,53.256,53.255,53.251
B23 , Sapotaceae , Pouteria macrophylla (Lam.) Eyma , Abiu cutite ,1005,41.8,41.818,41.818,41.823,41.822,41.823,41.826,41.819,41.819,41.832,41.821,41.825,41.822,41.827,41.832,41.859,41.868,41.905,41.898,41.909,41.936,41.906,41.909,41.881
B23 , Moraceae , Bagassa guianensis Aubl. , Tatajuba ,1006,77.682,77.859,78.043,78.145,78.157,78.209,78.374,78.564,78.677,78.918,79.058,79.166,79.183,79.196,79.375,79.68,79.99,80.202,80.383,80.405,80.416,80.26,80.809,81.202
B23 , Cecropiaceae , Pourouma guianensis Aubl. , Embaubarana ,1360,26.658,26.71,26.788,26.87,26.965,27.046,27.078,27.15,27.205,27.279,27.35,27.399,27.434,27.489,27.547,27.633,27.654,27.732,27.789,27.827,27.89,27.974,27.986,28.082
G00 , Lecythidaceae , Eschweilera idatimom , Matamata vermelho ,1350,16.8,16.811,16.807,16.804,16.824,16.825,16.837,16.835,16.848,16.853,16.846,16.856,16.846,16.846,16.859,16.847,16.848,16.864,16.86,16.871,16.86,16.866,16.863,16.866
G00 , Moraceae , Brosimum guianense (Aublet ) Huber , Janita ,1365,15.194,15.19,15.194,15.191,15.188,15.191,15.191,15.191,15.186,15.187,15.196,15.196,15.187,15.186,15.192,15.185,15.189,15.199,15.198,15.183,15.186,15.198,15.193,15.2
G00 , Myristicaceae , Virola elongata ( Benth ) Warb  , Ucuuba vermelha ,1368,22.252,22.354,22.427,22.481,22.501,22.536,22.602,22.729,22.838,22.961,23.012,23.015,23.013,23.034,23.035,23.036,23.108,23.197,23.256,23.27,23.285,23.314,23.316,23.346
G01 , Caesalpinaceae , Tachigalia myrmecophila Ducke , Tachi preto folha miuda ,1369,13.897,13.896,13.893,13.896,13.895,13.895,13.893,13.893,13.894,13.896,13.908,13.906,13.89,13.898,13.906,13.892,13.894,13.902,13.902,13.89,13.896,13.894,13.878,13.861
G1 , Apocynaceae , Geissospermum sericeum (Benth.)Hook. , Quinarana ,51,35.622,35.758,35.875,36.028,36.137,36.199,36.234,36.326,36.441,36.567,36.667,36.748,36.782,36.839,36.856,36.899,37.121,37.258,37.385,37.459,37.468,37.477,37.481,37.457
G01 , Annonaceae , Xylopia nitida Dun. , Envira cana ,52,49,49.111,49.282,49.381,49.402,49.417,49.456,49.472,49.465,49.481,49.494,49.498,49.5,49.512,49.511,49.527,49.588,49.642,49.688,49.721,49.737,49.815,49.872,50.007
G01 , Sapotaceae , Pouteria paraensis , Abiu seco ,1372,14.2,14.204,14.27,14.333,14.388,14.422,14.431,14.479,14.548,14.619,14.672,14.705,14.707,14.706,14.739,14.776,14.836,14.887,14.918,14.932,14.952,14.893,14.962,14.972
G01 , Lecythidaceae , Eschweilera idatimom , Matamata vermelho ,1374,25.7,25.738,25.756,25.818,25.832,25.943,26.054,26.181,26.264,26.404,26.462,26.486,26.466,26.531,26.681,26.814,26.942,27.04,27.244,27.165,27.158,27.318,27.463,27.769
G01 , Lecythidaceae , Eschweilera idatimom , Matamata vermelho ,1375,11.8,11.802,11.8,11.85,11.946,12.032,12.059,12.079,12.072,12.103,12.207,12.261,12.262,12.393,12.495,12.583,12.649,12.701,12.744,12.744,12.747,12.741,12.787,12.828
G01 , Myristicaceae , Virola michelii Heckel , Ucuuba da terra firme ,1380,12.1,12.184,12.313,12.369,12.399,12.402,12.397,12.549,12.649,12.676,12.712,12.725,12.732,12.761,12.833,12.946,13.051,12.915,12.953,12.967,13.011,13.106,13.185,13.359
G02 , Euphorbiaceae , Sagotia racemosa , Arataciu ,1378,16.561,16.563,16.554,16.56,16.564,16.563,16.563,16.564,16.562,16.59,16.639,16.654,16.669,16.697,16.757,16.835,16.909,16.976,17.034,17.071,17.102,17.112,17.121,17.139
G02 , Lecythidaceae , Eschweilera observa (Berg) Miers , Matamata vermelho  ,92,45.356,45.364,45.394,45.54,45.765,45.966,46.147,46.249,46.396,46.593,46.673,46.713,46.717,46.733,46.77,46.828,46.891,46.929,46.962,46.975,46.976,46.977,46.98,46.984
G02 , Apocynaceae , Geissospermum sericeum (Benth.)Hook. , Quinarana ,94,54.34,54.34,54.337,54.387,54.393,54.394,54.396,54.403,54.392,54.381,54.37,54.361,54.373,54.363,54.408,54.45,54.461,54.471,54.438,54.456,54.428,54.419,54.461,54.494
G02 , Caesalpinaceae , Tachigalia myrmecophila Ducke , Tachi preto folha miuda ,1388,15.313,15.429,15.513,15.652,15.75,15.891,16.004,16.236,16.415,16.58,16.7,16.805,16.858,16.872,16.88,17.099,17.218,17.314,17.395,17.462,17.505,17.637,17.734,17.963
G02 , Sapotaceae , Pouteria paraensis , Abiu seco ,1382,20,20.004,20.117,20.182,20.217,20.222,20.232,20.37,20.46,20.592,20.68,20.741,20.802,21.028,21.142,21.066,21.201,21.356,21.444,21.468,21.488,21.628,21.736,21.984
G02 , Moraceae , Maquira guianensis ( Aubl ) Hub. , Muiratinga ,1383,14.5,14.502,14.498,14.499,14.5,14.503,14.501,14.512,14.489,14.659,14.765,14.873,14.921,14.989,15.059,15.146,15.215,15.277,15.313,15.314,15.332,15.355,15.36,15.388
